-0.23, 7.23, -219.68, 130.29, 2.00, -13.98, -2.24, -9.94, 3.57, 0.56, 2.12, -2.09, -5.35, -0.82
-0.23, 6.29, -240.02, 40.78, 3.20, -33.21, 10.06, -42.85, 0.74, -20.99, 33.24, -8.62, -17.17, 18.68
-0.31, 8.36, -280.27, 137.93, 13.24, 4.55, -3.57, -4.72, 1.40, -15.38, -0.28, -3.45, -15.62, 8.82
-0.23, 7.51, -207.88, 114.83, -3.36, 11.65, -5.96, -15.76, -11.06, 6.99, -11.10, -2.18, -30.84, 14.95
-0.31, 7.04, -266.02, 152.56, 27.67, 8.85, -7.14, -3.02, 4.41, 36.90, 25.64, 20.76, 3.91, -2.04
-0.23, 8.27, -226.38, 156.22, -2.07, -43.99, 25.52, -3.64, -11.60, 10.36, 18.70, -27.52, 3.73, 11.74
-0.16, 6.58, -275.34, 115.54, -0.10, -5.65, -14.36, -17.01, -5.19, 10.93, 8.93, -0.43, -9.05, -10.04
-0.23, 5.92, -291.54, 69.32, -15.66, -18.80, -7.64, -29.52, -39.39, -7.91, -47.12, 28.63, -15.74, 22.35
-0.23, 6.39, -213.85, 141.90, -6.22, 22.30, -28.52, -16.60, 7.29, -16.74, 5.46, -0.02, -10.60, -2.62
-0.23, 7.99, -218.63, 67.36, 11.48, -19.23, -10.73, -7.29, 8.99, 2.31, -2.40, -18.42, -4.96, 2.25
-0.23, 6.57, -223.91, 134.60, 4.11, 7.61, -23.64, 17.26, -14.76, -14.49, 2.63, -0.14, -2.22, -1.67
-0.23, 6.67, -211.87, 129.10, -15.05, 11.64, -13.51, -4.04, -15.50, -15.22, -24.18, -12.86, 0.33, 4.08
-0.16, 6.95, -234.11, 82.36, 51.03, -28.87, -16.17, -43.42, -3.39, -10.53, -36.05, -20.77, -57.32, 6.59
-0.16, 7.42, -211.73, 124.26, -18.41, -18.88, 14.80, -4.09, 3.48, -6.50, -7.90, -2.28, -2.90, 17.64
-0.23, 5.63, -257.55, 123.33, 13.06, -7.04, -4.84, 0.88, 6.04, -11.85, 6.95, -7.07, 11.45, 29.58
-0.23, 7.14, -195.21, 96.07, -7.27, -26.07, -8.95, -2.25, 13.13, 16.26, 22.49, -18.26, 8.92, -3.31
-0.23, 7.42, -234.71, 66.08, 2.14, -6.92, 0.40, -2.64, -11.13, 10.60, 13.59, -16.73, -4.48, 14.26
-0.31, 8.64, -245.67, 120.58, -0.89, -3.42, -6.49, -5.82, -0.95, -1.47, -0.10, -7.66, 0.14, -0.73
-0.16, 6.48, -187.55, 187.66, -9.74, 8.15, -1.48, -13.85, -10.05, 15.23, -0.27, -17.57, -0.43, 19.86
-0.23, 6.29, -231.47, 126.87, 0.43, 3.63, 5.66, 1.23, 8.70, 15.09, 0.81, -8.56, 4.74, -24.91
-0.23, 6.57, -231.06, 140.38, -4.99, -8.86, -2.57, -15.48, -5.01, 0.73, -7.46, 1.44, -4.67, 8.67
-0.16, 6.29, -236.66, 97.13, 13.01, -0.12, 18.27, -7.25, 3.05, 8.89, 10.49, -16.93, -1.97, 15.98
-0.16, 7.14, -223.82, 162.80, -14.75, 12.98, 14.13, 7.82, -20.61, 30.58, -18.84, -14.56, 5.11, -10.52
-0.16, 7.52, -248.77, 115.52, 4.40, -15.68, -14.45, -3.98, 9.31, 7.43, -4.69, -5.90, 20.30, 15.15
-0.31, 6.66, -238.80, 102.16, -2.08, -1.77, 14.96, -2.16, 7.99, 0.06, 6.82, -5.52, 5.61, -7.42
-0.23, 7.51, -232.98, 98.89, -2.10, -1.62, -21.07, -9.47, -15.64, 3.34, -0.55, 0.61, 15.03, 3.19
-0.31, 5.25, -239.74, 167.03, -13.47, -6.06, 2.30, 21.54, -4.13, -10.65, -1.82, -24.40, 4.12, 11.84
-0.08, 7.61, -264.47, 46.53, -1.33, -8.97, -17.88, 6.56, -0.06, 3.50, 25.35, 10.52, 8.49, -0.69
-0.23, 6.57, -263.13, 127.57, 5.69, 7.65, -0.29, 6.67, 2.92, 12.77, 5.09, 9.34, 3.72, 7.67
-0.16, 6.86, -273.76, 107.63, -22.25, -9.01, -1.19, 13.91, -18.55, 0.28, 25.87, 6.07, -20.85, 20.56
-0.23, 7.51, -229.12, 88.36, -10.12, -30.23, -6.63, 17.42, -14.31, 24.46, 2.26, 11.48, -2.63, 0.50
-0.23, 6.29, -234.32, 134.10, -4.17, -17.77, -5.04, 6.87, 7.80, -9.34, -5.01, 4.55, 7.10, -7.72
-0.23, 7.04, -259.55, 153.33, -46.51, -9.78, -2.88, 29.71, 18.57, 6.42, -14.07, -39.56, 28.92, -3.60
-0.23, 8.17, -222.64, 62.28, -8.75, -16.46, -34.60, 9.08, -4.39, 17.73, -11.98, -1.61, 4.21, -14.73
-0.23, 6.10, -233.65, 73.09, 15.26, -23.37, -8.71, -10.10, -19.37, 4.32, 11.08, -19.92, -15.26, 18.47
-0.16, 7.52, -240.14, 130.59, 11.56, -6.74, -32.76, -4.52, -3.69, 16.52, 8.71, 15.07, -1.81, 8.45
-0.31, 6.66, -263.14, 100.20, -21.18, -22.90, -15.95, 1.14, 1.08, 2.18, -8.73, 1.50, -27.82, 17.61
-0.16, 5.54, -206.95, 162.26, -21.92, 12.40, -27.57, -1.27, -29.56, -10.18, -10.72, 25.98, 4.00, 9.51
-0.16, 7.23, -196.00, 143.88, 27.79, -25.89, 28.13, 10.04, -7.89, -2.98, 4.87, -2.59, -14.05, 16.02
-0.23, 7.33, -192.06, 209.58, -13.68, 2.62, -6.11, -14.34, -13.58, 16.31, 10.75, -18.45, 6.75, 3.37
-0.23, 6.57, -209.47, 151.43, -28.62, 5.32, 15.13, 0.07, 8.60, -2.03, -22.61, -19.62, -2.17, 40.90
-0.16, 7.52, -234.45, 147.92, 8.16, 1.40, 26.31, -3.76, 0.02, -10.95, 8.48, -5.69, -6.98, 8.00
-0.23, 6.57, -204.20, 154.08, -26.33, -32.81, -5.87, 5.67, 13.07, -12.50, 24.01, -7.68, 1.93, 30.62
-0.08, 7.05, -259.24, 147.06, -17.33, -20.98, 7.77, 5.39, -4.63, -9.86, 16.38, 5.08, -5.66, 13.66
-0.23, 6.29, -218.42, 94.44, 6.62, -0.16, -8.66, -11.05, 1.49, -16.77, -19.96, -1.72, -16.01, 16.92
-0.31, 6.48, -185.44, 96.01, -16.80, -8.10, -20.96, -4.66, 0.82, 2.22, 17.13, -16.65, 3.60, -3.86
-0.23, 7.42, -227.53, 108.30, -5.85, 4.63, -15.03, -22.61, -5.28, 1.73, 6.94, 2.39, -12.91, -11.07
-0.16, 7.05, -236.80, 159.25, -0.18, 7.48, -10.75, -4.77, -12.17, -6.54, -12.52, -17.49, -5.31, -11.36
-0.16, 7.23, -300.69, 95.48, -7.44, -16.28, -1.13, -0.50, 26.67, 6.60, -4.71, -1.76, -6.45, -1.38
-0.16, 7.42, -223.28, 97.90, 14.65, -6.92, -32.48, -28.03, -11.38, 10.99, -1.17, 10.58, -4.58, -21.19
-0.23, 6.39, -251.14, 121.10, -7.89, -44.00, -6.49, -4.84, -10.97, 5.74, -3.58, -1.30, -15.21, -7.34
