10.31167984,0.749395311,13035.00977,1003.331665,1526.064087,649.9258423,131.1579437,4277.572754,2991.924805,283.7232971
10.31167984,0.749395311,13105.15234,1262.338501,1821.962769,677.2251587,-42.84734344,4192.769043,2834.598389,197.6758575
10.31167984,0.767238081,13069.10645,1476.113037,2040.096924,694.3180542,-199.302475,4126.007324,2678.681641,111.9483261
10.31167984,0.767238081,12954.12598,1406.460083,1993.255859,690.3873901,-182.3010559,4163.552734,2692.401855,139.3743896
10.31167984,0.700521708,13065.82129,1260.920044,1779.934814,675.3084717,66.70734406,4202.635742,2853.033691,199.421402
10.58303928,0.734933317,13123.57617,1131.915283,1686.364258,665.7397461,141.888916,4216.530762,2917.780029,234.1551208
10.31167984,0.749395311,13057.83398,1329.686768,1917.710815,680.9173584,-94.6264801,4174.467285,2760.57666,154.2342834
10.31167984,0.716088891,13030.84961,1373.060669,1931.568115,671.1811523,-153.2997131,4130.266602,2708.717285,135.3578796
10.31167984,0.732363641,13078.23242,1201.03125,1742.506714,667.4265137,-56.34433746,4163.226563,2843.209961,217.7153625
10.31167984,0.767238081,12994.43066,1404.565308,1975.984985,670.5054932,-166.9423981,4132.361328,2670.254883,132.0619202
10.31167984,0.700521708,13049.05859,1276.339722,1836.195557,667.4863281,-30.48862839,4185.941406,2771.792725,192.7096405
10.58303928,0.769116223,13046.55371,1110.440552,1617.633667,637.4447021,128.9344635,4196.577148,2896.932373,232.7247925
10.31167984,0.805599988,12982.74902,1001.058167,1498.557739,620.6001587,217.0789032,4253.917969,2949.042236,289.7015381
10.58303928,0.751636326,13011.43848,1128.604004,1639.406494,647.7715454,142.2895813,4229.495605,2896.453369,253.3587799
10.04031944,0.729674399,12990.70703,1235.140991,1756.479614,650.8150635,56.41915512,4208.746094,2865.688721,226.4247589
92.26239777,0.994206905,106653.7188,13723.98047,-8368.021484,-14.61689854,-1093.107788,-5883.620605,5359.421387,2269.642578
91.99103546,0.991282701,106613.0547,13863.28516,-8554.00293,-167.1932831,-258.555481,-5575.129883,5018.325195,2288.439453
92.26239777,0.994206905,106598.8359,13946.40625,-8763.461914,-272.6725769,706.010437,-5178.303223,4630.651367,2223.001953
91.99103546,0.99471277,106687.125,13957.48926,-8848.709961,-338.3615417,956.0216675,-5083.875977,4565.263184,2159.416748
92.26239777,0.997647107,106673.1094,13936.78418,-8810.884766,-323.7388,688.4978027,-5199.774414,4662.282227,2223.555664
92.26239777,0.997647107,106733.6328,13640.79004,-8354.72168,-15.10969257,-984.199646,-5832.050293,5377.97168,2211.401855
92.26239777,0.997647107,106877.4766,13869.53027,-8798.929688,-257.8241272,528.8449707,-5246.408203,4714.074707,2155.541748
92.26239777,0.994206905,106834.3828,13862.57617,-8784.439453,-245.1300201,451.0257568,-5316.70752,4829.92627,2225.224609
92.26239777,0.997647107,106739.6953,13779.47949,-8575.314453,-147.1167145,-406.1173096,-5611.727051,5137.90625,2232.824219
92.26239777,0.994206905,106852.7578,13667.1377,-8450.506836,-21.18173981,-971.9725342,-5832.963379,5350.646973,2224.214355
92.26239777,0.994206905,106889.4063,13688.19531,-8545.914063,-88.68808746,-639.6847534,-5729.604004,5213.24707,2195.906494
92.53376007,0.99713105,106898.9453,13725.83789,-8526.324219,-70.43624878,-637.6829834,-5804.361328,5237.847656,2196.459961
92.26239777,0.994206905,107119.7813,13939.60449,-8888.254883,-302.4395142,955.3088989,-5128.865723,4572.233398,2151.740479
92.53376007,0.993704438,106859.6406,13609.57422,-8350.117188,2.198386908,-1219.987305,-5986.690918,5491.466309,2211.561523
92.26239777,0.997647107,106842.8359,13700.10449,-8456.192383,-66.26234436,-821.4954224,-5758.788086,5316.59668,2224.594727
25.23647881,0.938857138,29274.36133,3558.04126,3080.510498,-117.547554,482.9634094,2437.393555,-970.7736816,-897.6561279
25.5078392,0.960385501,29373.31641,3712.772705,2988.748291,-243.1199188,-14.26773453,2224.999023,-1251.901733,-881.8618164
25.5078392,0.960385501,29360.07031,3671.397217,3032.388428,-213.6868134,183.238205,2283.821289,-1164.269653,-896.8751831
25.5078392,0.972097516,29352.97461,3671.453613,3048.151855,-218.5747223,200.7989807,2293.865479,-1150.908447,-910.2111816
25.5078392,0.960385501,29417.05664,3702.478027,2995.833496,-248.5742188,-43.94078445,2192.051025,-1272.113159,-882.520752
25.5078392,0.984098732,29406.74414,3782.994629,2934.513428,-294.4289551,-355.9629517,2117.14917,-1409.044312,-862.8053589
25.5078392,0.926883698,29310.42383,3653.534424,3051.859619,-178.1162872,273.5102844,2346.416504,-1096.62207,-884.5159302
25.23647881,0.961756051,29316.7207,3589.044922,3094.373535,-129.5774078,467.4651794,2430.288086,-990.2368774,-923.996521
25.5078392,0.948952377,29369.98438,3771.265137,2917.199219,-330.1144409,-256.1804504,2133.270996,-1405.939087,-843.9611816
25.5078392,0.960385501,29403.30469,3792.218018,2915.723389,-318.9607239,-305.4728088,2127.254639,-1405.033325,-855.7682495
25.5078392,0.972097516,29384.27734,3671.841064,3061.323486,-195.5267639,99.0479126,2309.279541,-1159.682007,-905.1956787
25.5078392,0.972097516,29348.42188,3642.659424,3066.006348,-203.8625641,269.8053589,2333.938965,-1126.879028,-903.9667969
25.77919769,0.970602393,29402.96484,3678.644287,3049.357178,-222.3424225,13.17376995,2260.884766,-1217.620605,-926.3236694
25.23647881,0.950168669,29319.28906,3698.990723,3054.642822,-226.3901978,46.28932953,2291.560059,-1206.722412,-910.6997681
25.5078392,0.972097516,29328.3418,3624.827881,3103.609619,-156.4849396,193.0552826,2380.818115,-1078.399658,-933.3927612
10.31167984,0.785951197,13042.60059,1359.84668,1937.70166,677.302063,-118.9106979,4115.597656,2723.312988,150.0101013
10.31167984,0.785951197,13033.26465,1441.811279,1999.262695,677.9833984,-216.0291443,4111.844727,2679.013672,126.6118546
10.31167984,0.716088891,13078.72754,1268.871582,1826.260254,679.0871582,34.09528732,4196.717773,2804.380371,184.5727234
10.04031944,0.765268266,13011.55469,1184.645386,1727.332886,662.2966919,77.84341431,4189.246094,2910.244873,246.3530426
10.31167984,0.749395311,13021.25586,1276.116699,1855.810303,685.7932739,77.50062561,4203.104492,2810.282715,182.9298248
91.71967316,0.995222211,106111.5234,13746.52148,-8494.707031,-125.0133286,-532.7694702,-5704.35791,5155.692383,2267.983154
91.99103546,0.99471277,106691.2266,13714.89746,-8424.436523,-80.42746735,-825.237915,-5784.53125,5252.905273,2198.028809
91.99103546,0.998166621,106383.8516,13938.24023,-8711.801758,-350.6761475,916.9707642,-5152.679688,4569.605957,2188.061523
91.71967316,0.995222211,106139.0625,13727.73438,-8411.141602,-128.797348,-579.3741455,-5751.360352,5176.097656,2263.565674
91.71967316,0.995222211,106103.6719,13944.60645,-8710.084961,-367.5540161,880.802063,-5142.113281,4534.363281,2236.034912
25.5078392,0.948952377,29451.03906,3765.596924,2985.200195,-294.3275146,-159.5125885,2220.442627,-1350.848511,-879.5612183
