0.62, 7.21, 145.56, -635.99, -772.91, 95.71, 509.38, 535.28, 156.90, -701.51, -572.94, 244.35, 478.52, 319.54
0.62, 7.30, 213.05, -598.59, -829.99, 27.32, 427.58, 650.07, 320.09, -639.40, -629.28, 41.39, 297.96, 450.74
0.62, 8.43, 176.91, -582.93, -879.68, 80.31, 515.17, 606.19, 233.68, -690.88, -603.70, 177.22, 435.93, 376.79
0.62, 7.68, 197.50, -621.45, -822.61, 89.20, 533.33, 583.75, 144.76, -693.77, -606.38, 203.67, 483.39, 334.94
0.62, 7.30, 192.12, -637.68, -871.71, 119.70, 532.12, 549.99, 138.51, -695.40, -556.35, 282.36, 454.21, 237.61
0.70, 8.15, 202.21, -650.05, -805.66, 64.66, 440.20, 585.74, 214.32, -669.54, -612.04, 88.30, 390.51, 404.51
0.62, 6.93, 222.27, -581.66, -851.75, 37.94, 424.12, 671.11, 294.84, -622.45, -635.37, 99.61, 332.69, 451.29
0.70, 8.71, 197.76, -633.28, -846.63, 70.43, 471.39, 608.12, 236.67, -689.27, -596.66, 154.09, 387.91, 363.49
0.39, 8.17, 207.60, -635.66, -780.80, -1.61, 382.00, 596.94, 275.56, -590.60, -581.77, 56.82, 306.90, 406.54
0.70, 6.64, 156.99, -630.30, -823.24, 15.03, 378.31, 674.28, 343.90, -646.13, -652.70, 44.53, 278.49, 493.68
0.62, 7.30, 281.21, -546.58, -821.91, -28.27, 385.58, 656.44, 404.89, -592.23, -649.26, -34.18, 245.00, 479.54
0.62, 7.30, 190.85, -622.04, -858.99, 68.41, 523.97, 656.60, 225.42, -698.48, -648.66, 135.87, 408.95, 401.12
0.62, 6.83, 224.80, -624.93, -870.22, -5.61, 412.56, 712.27, 382.80, -649.11, -653.93, -11.84, 269.79, 497.56
0.70, 6.35, 210.62, -596.42, -775.20, 108.57, 492.46, 593.93, 179.87, -677.69, -571.96, 184.24, 447.84, 325.56
0.47, 7.79, 132.82, -674.19, -833.88, 93.24, 520.55, 581.65, 136.03, -733.96, -586.91, 275.89, 483.78, 270.39
